"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:30.871"""
"444.4","444.4","444.4","232.3","232.3","232.3","7.14","6.86","7.63","1.52","1.59","1.59","0.81","0.81","0.81","36.36","38.16","38.16","""2017-12-05 19:50:31.647"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:31.934"""
"466.4","466.4","466.4","243.8","243.8","243.8","7.21","7.42","7.0","1.58","1.4","1.59","0.85","0.85","0.85","37.8","33.48","38.16","""2017-12-05 19:50:32.171"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:33.07"""
"444.4","444.4","444.4","232.3","232.3","232.3","6.86","7.28","7.14","1.5","1.43","1.64","0.81","0.81","0.81","36.0","34.2","39.24","""2017-12-05 19:50:33.205"""
"462.0","462.0","462.0","241.5","241.5","241.5","6.86","6.58","7.28","1.44","1.4","1.52","0.84","0.84","0.84","34.56","33.48","36.36","""2017-12-05 19:50:33.279"""
"435.6","435.6","435.6","227.7","227.7","227.7","6.58","7.14","6.58","1.64","1.5","1.61","0.79","0.79","0.79","39.24","36.0","38.52","""2017-12-05 19:50:33.338"""
"470.8","470.8","470.8","246.1","246.1","246.1","7.42","7.0","6.79","1.43","1.41","1.5","0.86","0.86","0.86","34.2","33.84","36.0","""2017-12-05 19:50:33.402"""
"413.6","413.6","413.6","216.2","216.2","216.2","6.37","6.37","6.65","1.46","1.64","1.52","0.75","0.75","0.75","34.92","39.24","36.36","""2017-12-05 19:50:33.471"""
"448.8","448.8","448.8","234.6","234.6","234.6","7.0","7.35","7.0","1.46","1.5","1.37","0.82","0.82","0.82","34.92","36.0","32.76","""2017-12-05 19:50:33.553"""
"431.2","431.2","431.2","225.4","225.4","225.4","7.35","6.79","7.14","1.64","1.44","1.5","0.78","0.78","0.78","39.24","34.56","36.0","""2017-12-05 19:50:33.637"""
"457.6","457.6","457.6","239.2","239.2","239.2","7.14","6.93","7.0","1.38","1.52","1.46","0.83","0.83","0.83","33.12","36.36","34.92","""2017-12-05 19:50:33.713"""
"479.6","479.6","479.6","250.7","250.7","250.7","6.72","7.07","6.44","1.61","1.4","1.53","0.87","0.87","0.87","38.52","33.48","36.72","""2017-12-05 19:50:33.815"""
"475.2","475.2","475.2","248.4","248.4","248.4","6.65","7.63","6.65","1.38","1.41","1.47","0.86","0.86","0.86","33.12","33.84","35.28","""2017-12-05 19:50:33.871"""
"413.6","413.6","413.6","216.2","216.2","216.2","6.65","7.28","7.0","1.4","1.64","1.53","0.75","0.75","0.75","33.48","39.24","36.72","""2017-12-05 19:50:33.924"""
"475.2","475.2","475.2","248.4","248.4","248.4","6.51","6.79","6.79","1.62","1.5","1.46","0.86","0.86","0.86","38.88","36.0","34.92","""2017-12-05 19:50:34.0"""
"413.6","413.6","413.6","216.2","216.2","216.2","7.28","7.14","7.14","1.52","1.62","1.5","0.75","0.75","0.75","36.36","38.88","36.0","""2017-12-05 19:50:34.072"""
"479.6","479.6","479.6","250.7","250.7","250.7","6.51","7.28","6.86","1.61","1.52","1.5","0.87","0.87","0.87","38.52","36.36","36.0","""2017-12-05 19:50:35.144"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:35.243"""
"426.8","426.8","426.8","223.1","223.1","223.1","7.0","7.21","7.35","1.55","1.56","1.43","0.78","0.78","0.78","37.08","37.44","34.2","""2017-12-05 19:50:35.332"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:35.416"""
"479.6","479.6","479.6","250.7","250.7","250.7","7.35","6.51","7.49","1.64","1.64","1.61","0.87","0.87","0.87","39.24","39.24","38.52","""2017-12-05 19:50:35.503"""
"426.8","426.8","426.8","223.1","223.1","223.1","7.28","6.44","6.72","1.38","1.44","1.5","0.78","0.78","0.78","33.12","34.56","36.0","""2017-12-05 19:50:35.579"""
"462.0","462.0","462.0","241.5","241.5","241.5","6.51","6.79","7.49","1.37","1.5","1.61","0.84","0.84","0.84","32.76","36.0","38.52","""2017-12-05 19:50:35.647"""
"440.0","440.0","440.0","230.0","230.0","230.0","7.28","6.86","6.72","1.47","1.52","1.62","0.8","0.8","0.8","35.28","36.36","38.88","""2017-12-05 19:50:35.754"""
"444.4","444.4","444.4","232.3","232.3","232.3","6.79","6.79","7.14","1.41","1.47","1.49","0.81","0.81","0.81","33.84","35.28","35.64","""2017-12-05 19:50:35.9"""
"444.4","444.4","444.4","232.3","232.3","232.3","7.0","7.14","6.79","1.52","1.41","1.62","0.81","0.81","0.81","36.36","33.84","38.88","""2017-12-05 19:50:35.997"""
"479.6","479.6","479.6","250.7","250.7","250.7","6.37","6.65","6.58","1.61","1.53","1.53","0.87","0.87","0.87","38.52","36.72","36.72","""2017-12-05 19:50:36.1"""
"440.0","440.0","440.0","230.0","230.0","230.0","6.51","6.37","6.51","1.53","1.53","1.4","0.8","0.8","0.8","36.72","36.72","33.48","""2017-12-05 19:50:36.208"""
"444.4","444.4","444.4","232.3","232.3","232.3","6.44","7.42","7.42","1.37","1.56","1.5","0.81","0.81","0.81","32.76","37.44","36.0","""2017-12-05 19:50:36.276"""
"431.2","431.2","431.2","225.4","225.4","225.4","6.72","6.37","7.14","1.52","1.49","1.4","0.78","0.78","0.78","36.36","35.64","33.48","""2017-12-05 19:50:36.348"""
"400.4","400.4","400.4","209.3","209.3","209.3","7.21","6.65","6.86","1.55","1.62","1.61","0.73","0.73","0.73","37.08","38.88","38.52","""2017-12-05 19:50:36.424"""
"435.6","435.6","435.6","227.7","227.7","227.7","7.0","7.28","7.42","1.56","1.56","1.55","0.79","0.79","0.79","37.44","37.44","37.08","""2017-12-05 19:50:36.504"""
"431.2","431.2","431.2","225.4","225.4","225.4","6.79","7.56","7.63","1.4","1.53","1.4","0.78","0.78","0.78","33.48","36.72","33.48","""2017-12-05 19:50:36.758"""
"426.8","426.8","426.8","223.1","223.1","223.1","7.0","6.65","6.37","1.62","1.56","1.61","0.78","0.78","0.78","38.88","37.44","38.52","""2017-12-05 19:50:37.838"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:37.905"""
"440.0","440.0","440.0","230.0","230.0","230.0","6.44","6.51","7.63","1.4","1.43","1.61","0.8","0.8","0.8","33.48","34.2","38.52","""2017-12-05 19:50:37.968"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:38.066"""
"440.0","440.0","440.0","230.0","230.0","230.0","6.86","6.51","7.0","1.64","1.52","1.43","0.8","0.8","0.8","39.24","36.36","34.2","""2017-12-05 19:50:38.164"""
"431.2","431.2","431.2","225.4","225.4","225.4","7.49","6.65","7.0","1.62","1.44","1.52","0.78","0.78","0.78","38.88","34.56","36.36","""2017-12-05 19:50:38.232"""
"479.6","479.6","479.6","250.7","250.7","250.7","6.51","7.28","7.14","1.4","1.44","1.47","0.87","0.87","0.87","33.48","34.56","35.28","""2017-12-05 19:50:38.315"""
"440.0","440.0","440.0","230.0","230.0","230.0","7.63","7.56","6.86","1.55","1.56","1.46","0.8","0.8","0.8","37.08","37.44","34.92","""2017-12-05 19:50:38.403"""
"448.8","448.8","448.8","234.6","234.6","234.6","7.28","7.28","6.79","1.58","1.56","1.46","0.82","0.82","0.82","37.8","37.44","34.92","""2017-12-05 19:50:38.536"""
"479.6","479.6","479.6","250.7","250.7","250.7","7.35","7.63","7.49","1.49","1.5","1.52","0.87","0.87","0.87","35.64","36.0","36.36","""2017-12-05 19:50:38.632"""
"470.8","470.8","470.8","246.1","246.1","246.1","7.0","7.56","6.37","1.55","1.37","1.46","0.86","0.86","0.86","37.08","32.76","34.92","""2017-12-05 19:50:38.721"""
"479.6","479.6","479.6","250.7","250.7","250.7","6.72","7.07","7.49","1.46","1.44","1.4","0.87","0.87","0.87","34.92","34.56","33.48","""2017-12-05 19:50:38.81"""
"479.6","479.6","479.6","250.7","250.7","250.7","7.14","6.72","6.58","1.4","1.55","1.61","0.87","0.87","0.87","33.48","37.08","38.52","""2017-12-05 19:50:38.892"""
"444.4","444.4","444.4","232.3","232.3","232.3","7.07","7.21","7.14","1.43","1.56","1.4","0.81","0.81","0.81","34.2","37.44","33.48","""2017-12-05 19:50:38.976"""
"426.8","426.8","426.8","223.1","223.1","223.1","7.21","7.49","6.37","1.56","1.55","1.5","0.78","0.78","0.78","37.44","37.08","36.0","""2017-12-05 19:50:39.066"""
"457.6","457.6","457.6","239.2","239.2","239.2","7.07","7.0","7.0","1.44","1.47","1.55","0.83","0.83","0.83","34.56","35.28","37.08","""2017-12-05 19:50:39.163"""
"448.8","448.8","448.8","234.6","234.6","234.6","6.37","6.51","6.44","1.5","1.5","1.62","0.82","0.82","0.82","36.0","36.0","38.88","""2017-12-05 19:50:39.248"""
"444.4","444.4","444.4","232.3","232.3","232.3","6.65","7.49","7.28","1.46","1.49","1.62","0.81","0.81","0.81","34.92","35.64","38.88","""2017-12-05 19:50:40.325"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:40.435"""
"440.0","440.0","440.0","230.0","230.0","230.0","7.35","6.79","6.72","1.5","1.47","1.49","0.8","0.8","0.8","36.0","35.28","35.64","""2017-12-05 19:50:40.508"""
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","""2017-12-05 19:50:40.591"""
"466.4","466.4","466.4","243.8","243.8","243.8","7.21","7.42","7.56","1.5","1.44","1.46","0.85","0.85","0.85","36.0","34.56","34.92","""2017-12-05 19:50:40.698"""
"475.2","475.2","475.2","248.4","248.4","248.4","7.56","7.63","6.79","1.38","1.38","1.59","0.86","0.86","0.86","33.12","33.12","38.16","""2017-12-05 19:50:40.788"""
"400.4","400.4","400.4","209.3","209.3","209.3","6.65","6.65","6.65","1.37","1.52","1.61","0.73","0.73","0.73","32.76","36.36","38.52","""2017-12-05 19:50:40.876"""
"453.2","453.2","453.2","236.9","236.9","236.9","7.63","6.37","6.58","1.49","1.58","1.52","0.82","0.82","0.82","35.64","37.8","36.36","""2017-12-05 19:50:40.947"""
"400.4","400.4","400.4","209.3","209.3","209.3","7.42","7.56","7.21","1.5","1.56","1.5","0.73","0.73","0.73","36.0","37.44","36.0","""2017-12-05 19:50:41.024"""
"457.6","457.6","457.6","239.2","239.2","239.2","7.0","7.35","7.42","1.62","1.49","1.5","0.83","0.83","0.83","38.88","35.64","36.0","""2017-12-05 19:50:41.103"""
"440.0","440.0","440.0","230.0","230.0","230.0","6.44","6.51","6.93","1.58","1.4","1.47","0.8","0.8","0.8","37.8","33.48","35.28","""2017-12-05 19:50:41.218"""
